"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL599218";"";"0";"438.53";"0";"4.65";"19";"COc1cc2ncnc(N[C@@H](C)c3ccccc3)c2cc1OCCCCCCC(=O)NO";"IC50";"'='";"5077.0";"nM";"5.29";"";"";"UO_0000065";"12.07";"0.23";"0.64";"5.01";"False";"CHEMBL1064921";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157563";"1";"Scientific Literature";"J. Med. Chem.";"2010";"None"
"CHEMBL276711";"SEMAXANIB";"3";"238.29";"0";"3.12";"SU5416";"Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2343159";"Inhibition of EGFR (unknown origin) after 20 mins by scintillation counting";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331471";"1";"Scientific Literature";"J. Nat. Prod.";"2013";"None"
"CHEMBL76751";"";"0";"348.46";"1";"5.64";"24";"c1csc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)c1";"IC50";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"25.83";"0.51";"3.36";"16.79";"False";"CHEMBL674107";"Inhibitory activity against epidermal growth factor receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146693";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";"None"
"CHEMBL31373";"";"0";"342.76";"0";"4.29";"5f";"C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1";"IC50";"'='";"0.75";"nM";"9.12";"";"";"UO_0000065";"26.62";"0.52";"4.83";"13.64";"True";"CHEMBL674018";"Inhibition of phosphorylation of glutamic acid/tyrosine random copolymer by isolated epidermal growth factor receptor (EGFR)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132213";"1";"Scientific Literature";"J. Med. Chem.";"1999";"None"
"CHEMBL21078";"";"0";"386.48";"1";"5.51";"14";"Cc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2cccs2)n1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL676151";"Inhibition of tyrosine kinase Epidermal growth factor receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1159186";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1996";"None"
"CHEMBL89721";"";"0";"273.38";"0";"3.96";"56";"CSc1ccc(/C=C2\C(=O)Nc3ccccc32)s1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL676159";"Concentration required to achieve 50% inhibition of tyrosine phosphorylation on human Epidermal growth factor receptor (EGF RTK).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131018";"1";"Scientific Literature";"J. Med. Chem.";"1998";"None"
"CHEMBL2426387";"";"0";"462.96";"1";"5.33";"8b";"COc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(Cl)cc2)cc1";"IC50";"'>'";"5000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2427171";"Inhibition of human C-terminal EGFR tyrosine kinase domain";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424530";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2013";"None"
"CHEMBL2425089";"";"0";"460.96";"0";"4.60";"20c";"COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CC2(CSC2)C1";"IC50";"'='";"52.0";"nM";"7.28";"";"";"UO_0000065";"15.80";"0.32";"2.68";"12.24";"False";"CHEMBL2429426";"Inhibition of wild type EGFR (unknown origin) after 24 hrs by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424588";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None"
"CHEMBL2425084";"";"0";"432.88";"0";"3.62";"21e";"COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CC(O)C1";"IC50";"'='";"25.0";"nM";"7.60";"";"";"UO_0000065";"17.56";"0.35";"3.98";"9.53";"False";"CHEMBL2429426";"Inhibition of wild type EGFR (unknown origin) after 24 hrs by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424588";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None"
"CHEMBL126653";"";"0";"390.44";"1";"5.13";"3g";"CCOc1cc2ncnc(Nc3cccc(-c4cnc(C)o4)c3)c2cc1OCC";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL678292";"Inhibition of (EGFR) epidermal growth factor receptor tyrosine kinase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135760";"1";"Scientific Literature";"J. Med. Chem.";"2002";"None"
"CHEMBL457250";"";"0";"558.69";"1";"4.53";"15k";"O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(Sc5ccccn5)cc4)c3s2)C1)N1CCOCC1";"IC50";"'='";"1650.0";"nM";"5.78";"";"";"UO_0000065";"10.35";"0.20";"1.25";"5.70";"False";"CHEMBL964194";"Inhibition of EGFR by HTRF assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153281";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None"
"CHEMBL495979";"";"0";"478.98";"1";"5.91";"7";"Fc1cccc(COc2ccc(Nc3ncnc4cc(C#C[C@@H]5CCCN5)sc34)cc2Cl)c1";"IC50";"'='";"109.0";"nM";"6.96";"";"";"UO_0000065";"14.54";"0.29";"1.05";"11.79";"False";"CHEMBL995846";"Inhibition of EGFR kinase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143444";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None"
"CHEMBL452768";"";"0";"634.77";"2";"4.24";"15r";"O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc5c(ccn5S(=O)(=O)c5ccsc5)c4)c3s2)C1)N1CCOCC1";"IC50";"'='";"150.0";"nM";"6.82";"";"";"UO_0000065";"10.75";"0.22";"2.58";"5.34";"False";"CHEMBL964195";"Inhibition of EGFR by SPA assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153281";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None"
"CHEMBL553351";"";"0";"437.71";"1";"5.26";"57";"Cl.O=[N+]([O-])c1ccc2sc3c(Nc4cccc(Br)c4)ncnc3c2c1";"IC50";"'='";"12.3";"nM";"7.91";"";"";"UO_0000065";"19.71";"0.45";"2.65";"9.77";"False";"CHEMBL679944";"Concentration needed to inhibit the phosphorylation of a 14-residue fragment of phospholipase C-gamma1 by Epidermal growth factor receptor (prepared from human A431 carcinoma cell vesicles by immunoaffinity chromatography)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132555";"1";"Scientific Literature";"J. Med. Chem.";"1999";"None"
"CHEMBL29197";"";"0";"360.21";"0";"4.15";"28, PD-153035";"COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC";"IC50";"'='";"2.6";"nM";"8.59";"";"";"UO_0000065";"23.83";"0.53";"4.44";"15.26";"False";"CHEMBL892951";"Inhibition of human EGFR in presence of 1 uM ATP";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147965";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2007";"None"
"CHEMBL243629";"";"0";"527.58";"1";"3.63";"19";"CCOc1cc2ncnc(NC3=CC(=O)C(OCc4ccccc4)=CC3=O)c2cc1NC(=O)/C=C/CN(C)C";"IC50";"'='";"18.7";"nM";"7.73";"";"";"UO_0000065";"14.65";"0.27";"4.10";"6.30";"False";"CHEMBL892951";"Inhibition of human EGFR in presence of 1 uM ATP";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147965";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2007";"None"
"CHEMBL243410";"";"0";"515.52";"1";"2.74";"16";"CCOc1cc2ncnc(NC3=CC(=O)C(OC(CF)CF)=CC3=O)c2cc1NC(=O)/C=C/CN(C)C";"IC50";"'='";"283.3";"nM";"6.55";"";"";"UO_0000065";"12.70";"0.24";"3.81";"5.33";"False";"CHEMBL892951";"Inhibition of human EGFR in presence of 1 uM ATP";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147965";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2007";"None"
"CHEMBL939";"GEFITINIB";"4";"446.91";"0";"4.28";"29, gefitinib";"COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1";"IC50";"'='";"2753.0";"nM";"5.56";"";"";"UO_0000065";"12.44";"0.24";"1.28";"8.09";"False";"CHEMBL892954";"Inhibition of human EGFR in presence of 1 mM ATP";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147965";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2007";"None"
"CHEMBL2315699";"";"0";"443.58";"1";"5.03";"18";"CC1=CCC[C@](C)(CC/C(C)=C/CC2=C(O)C(=O)C=C(N[C@@H](C(=O)O)C(C)C)C2=O)[C@@H]1C";"IC50";"'='";"148.0";"ug.mL-1";"";"Outside typical range";"";"UO_0000274";"";"";"";"";"False";"CHEMBL2318217";"Inhibition of EGFR (unknown origin) by Z-LYTE assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2311476";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None"
"CHEMBL2315403";"METACHROMIN P";"0";"431.53";"0";"3.37";"5";"C=C1[C@H](C)CCC[C@]1(C)CC/C(C)=C/CC1=C(O)C(=O)C=C(N[C@@H](CO)C(=O)O)C1=O";"IC50";"'>'";"200.0";"ug.mL-1";"";"Outside typical range";"";"UO_0000274";"";"";"";"";"False";"CHEMBL2318217";"Inhibition of EGFR (unknown origin) by Z-LYTE assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2311476";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None"
"CHEMBL939";"GEFITINIB";"4";"446.91";"0";"4.28";"2, Iressa";"COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1";"IC50";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"20.14";"0.40";"4.72";"13.09";"True";"CHEMBL1935855";"Inhibition of EGFR phosphorylation in EGF-stimulated human A431 after 2 hrs by Western blot analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1933060";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";"None"
"CHEMBL1243254";"";"0";"562.02";"2";"6.81";"13";"CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)Cc1ccc(F)cc1";"IC50";"'='";"0.57";"nM";"9.24";"";"";"UO_0000065";"16.45";"0.32";"2.43";"10.24";"False";"CHEMBL1249168";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240526";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";"None"
"CHEMBL2312301";"";"0";"466.59";"0";"3.19";"4";"COc1ccccc1CNc1ncc(C(=O)NCCCN2CCCC2=O)c(NC2CCCC2)n1";"IC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2319132";"Inhibition of EGFR (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2311468";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None"
"CHEMBL554";"LAPATINIB";"4";"581.07";"2";"6.14";"9";"CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"13.77";"0.27";"1.86";"7.52";"True";"CHEMBL1111474";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155389";"1";"Scientific Literature";"J. Med. Chem.";"2010";"None"
"CHEMBL56219";"";"0";"314.73";"0";"3.30";"54";"N#C/C(=C\c1ccc(O)c(O)c1)C(=O)Nc1ccccc1Cl";"IC50";"'='";"2100.0";"nM";"5.68";"";"";"UO_0000065";"18.04";"0.35";"2.38";"6.08";"True";"CHEMBL676152";"In vitro inhibition of HER1 autophosphorylation.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125266";"1";"Scientific Literature";"J. Med. Chem.";"1991";"None"
"CHEMBL75208";"";"0";"263.30";"0";"3.19";"20";"Cc1[nH]c2ncnc(Nc3cccc(C#N)c3)c2c1C";"IC50";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"25.44";"0.46";"3.51";"8.66";"False";"CHEMBL677880";"In vitro inhibitory activity against epidermal growth factor receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129072";"1";"Scientific Literature";"J. Med. Chem.";"1996";"None"
"CHEMBL1097368";"";"0";"353.43";"0";"4.97";"25";"c1ccc(CCc2cc3c(Nc4ccc5[nH]ccc5c4)ncnc3[nH]2)cc1";"IC50";"'='";"56100.0";"nM";"4.25";"";"";"UO_0000065";"12.03";"0.22";"-0.72";"6.13";"False";"CHEMBL1115598";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157122";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"None"
"CHEMBL29197";"";"0";"360.21";"0";"4.15";"7, PD-153035";"COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC";"IC50";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"18.60";"0.42";"2.55";"11.91";"True";"CHEMBL1115598";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157122";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"None"
"CHEMBL1094196";"";"0";"529.08";"1";"6.19";"8";"COc1ccc(-c2ccc(Cn3cc(CCN)c4cc(OCCc5ccc(O)cc5)ccc43)cc2)cc1.Cl";"IC50";"'='";"1250.0";"nM";"5.90";"";"";"UO_0000065";"11.98";"0.22";"-0.29";"8.48";"False";"CHEMBL1105615";"Inhibition of EGFR after 30 mins by chemiluminescence ELISA";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157833";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";"None"
"CHEMBL1094369";"";"0";"152.19";"0";"1.58";"26";"COCCc1ccc(O)cc1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1105615";"Inhibition of EGFR after 30 mins by chemiluminescence ELISA";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157833";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";"None"
"CHEMBL314217";"";"0";"290.37";"0";"3.78";"23";"O=C1Nc2ccccc2/C1=C/c1ccc(N2CCCC2)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL676159";"Concentration required to achieve 50% inhibition of tyrosine phosphorylation on human Epidermal growth factor receptor (EGF RTK).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131018";"1";"Scientific Literature";"J. Med. Chem.";"1998";"None"
"CHEMBL141247";"";"0";"308.34";"0";"3.02";"1";"O=C(Nc1ccccn1)Nc1cccc2c1[C@H]1CCCN1C2=O";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL677394";"Inhibition of EGFR tyrosine kinase.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134322";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None"
"CHEMBL78005";"";"0";"198.18";"0";"1.85";"14";"N#CC(C#N)=Cc1ccc2c(c1)OCO2";"IC50";"'='";"350000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL674643";"Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124610";"1";"Scientific Literature";"J. Med. Chem.";"1989";"None"
"CHEMBL69709";"";"0";"397.84";"0";"4.47";"26i";"Cc1cc(C)c(/C=C2\C(=O)N(C)c3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL674637";"Inhibitory activity towards tyrosine phosphorylation for the epidermal growth factor-receptor kinase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134862";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2002";"None"
"CHEMBL57366";"";"0";"405.29";"0";"4.50";"4b";"CC(C)(C)NC(=O)Nc1nc2nc(N)ncc2cc1-c1c(Cl)cccc1Cl";"IC50";"'='";"450.0";"nM";"6.35";"";"";"UO_0000065";"15.66";"0.32";"1.85";"6.00";"True";"CHEMBL675521";"Inhibition of Epidermal growth factor receptor (EGFr) tyrosine kinase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130094";"1";"Scientific Literature";"J. Med. Chem.";"1997";"None"
"CHEMBL242740";"TECTORIGENIN";"0";"300.27";"0";"2.59";"Tectorigenin";"COc1c(O)cc2occ(-c3ccc(O)cc3)c(=O)c2c1O";"IC50";"'='";"3300.0";"nM";"5.48";"";"";"UO_0000065";"18.26";"0.34";"2.89";"5.47";"False";"CHEMBL970971";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157216";"1";"Scientific Literature";"J. Nat. Prod.";"2006";"None"
"CHEMBL388978";"STAUROSPORINE";"0";"466.54";"0";"4.35";"1";"CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"15.00";"0.27";"2.65";"10.08";"True";"CHEMBL677890";"Inhibitory activity against protein tyrosine kinase of Epidermal growth factor receptor was determined";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127758";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1994";"None"
"CHEMBL1077070";"";"0";"619.62";"3";"4.13";"3g";"CC1=C(C(=O)Nc2cccc([N+](=O)[O-])c2)C(c2ccc(O)cc2O)NC(Nc2ccc(S(=O)(=O)Nc3cc(C)on3)cc2)=N1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1103281";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154872";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2010";"None"
"CHEMBL399736";"";"0";"335.36";"0";"2.73";"6d";"COc1cc2ncnc(Nc3cccc(C#CCO)c3)c2cc1OC";"IC50";"'='";"1643.6";"nM";"5.78";"";"";"UO_0000065";"17.25";"0.32";"3.05";"7.56";"False";"CHEMBL924351";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140520";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None"
"CHEMBL249919";"";"0";"327.75";"0";"3.51";"5e";"OCC#Cc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1";"IC50";"'='";"14.1";"nM";"7.85";"";"";"UO_0000065";"23.95";"0.47";"4.34";"13.53";"False";"CHEMBL924351";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140520";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None"
"CHEMBL323405";"";"0";"413.26";"0";"4.75";"51";"Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(O)cc3)nc21";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL680020";"Inhibition of epidermal growth factor receptor (EGFr) tyrosine kinase activity";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131066";"1";"Scientific Literature";"J. Med. Chem.";"1998";"None"
"CHEMBL76557";"";"0";"227.22";"0";"0.94";"40";"N#CCNC(=O)/C(C#N)=C/c1ccc(O)cc1";"IC50";"'='";"625000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL674643";"Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124610";"1";"Scientific Literature";"J. Med. Chem.";"1989";"None"
"CHEMBL191336";"";"0";"356.82";"0";"3.12";"20";"OCCCNc1cc(-c2ncnc(Nc3cccc(Cl)c3)n2)ccn1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL832463";"Inhibition of Epidermal growth factor receptor 1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145155";"1";"Scientific Literature";"J. Med. Chem.";"2005";"None"
"CHEMBL538814";"";"0";"426.81";"1";"5.52";"56";"Cl.O=[N+]([O-])c1ccc2sc3c(Nc4cccc(C(F)(F)F)c4)ncnc3c2c1";"IC50";"'='";"460.0";"nM";"6.34";"";"";"UO_0000065";"16.23";"0.32";"0.82";"7.83";"False";"CHEMBL679944";"Concentration needed to inhibit the phosphorylation of a 14-residue fragment of phospholipase C-gamma1 by Epidermal growth factor receptor (prepared from human A431 carcinoma cell vesicles by immunoaffinity chromatography)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132555";"1";"Scientific Literature";"J. Med. Chem.";"1999";"None"
